city,customer_age,customer_name,customer_segment,discount,order_date,order_id,order_priority,order_quantity,product_base_margin,product_category,product_container,product_name,product_sub_category,profit,region,sales,ship_date,ship_mode,shipping_cost,state,unit_price,zip_code,
Anacortes,54,Greg Hansen,Corporate,0.09,04-04-2020,7d7a30e8-a08d-4127-8280-97023235d749,Low,17,0.59,Office Supplies,Small Box,Desktop 3-Pocket Hot File,Storage & Organization,7805.4782,West,918.17,10-04-2020,Delivery Truck,549.896145,Washington,54.1,98221,
Port Orange,56,Harry Marie,Corporate,0.11,13-01-2021,69e18ad1-b7a4-41b0-8ccb-afcf3c34873e,Not Specified,41,0.52,Furniture,Wrap Bag,Deflect-O Glasstique Clear Desk Accessories,Office Furnishings,-12440.18816,South,311.19,14-01-2021,Regular Air,30.03012103,Florida,7.7,32127,
Branford,40,Bobby Elias,Consumer,0.11,22-12-2022,039c3921-7989-4edc-91aa-77f068d8aee1,Low,45,0.83,Office Supplies,Large Box,Space Solutions Industrial Galvanized Steel Shelving.,Storage & Organization,-8709.47516,East,3541.05,25-12-2022,Express Air,2257.846156,Connecticut,78.8,6405,
Horn Lake,24,Beth Thompson,Home Office,0.14,11-05-2021,3eb756d3-d9f0-401e-88a9-6a69524795b6,Not Specified,39,0.4,Office Supplies,Small Box,Xerox 1920,Paper,-2404.29939,South,227.76,12-05-2021,Express Air,189.9157743,Mississippi,5.98,38637,
Pleasantville,57,Justin Knight,Small Business,0.16,13-02-2019,6fd71e08-571e-4c81-8fa4-5aa5ab46fcb8,Not Specified,10,0.39,Office Supplies,Small Box,Avery Premier Heavy-Duty Binder with Round Locking Rings,Binders and Binder Accessories,-746.09085,East,141.2,20-02-2019,Regular Air,7.03040203,New Jersey,14.28,8232,
Central Islip,21,Matt Collins,Small Business,0.24,19-12-2019,e106e053-14fb-4071-9081-d83884c78def,Not Specified,50,0.38,Office Supplies,Small Box,Xerox 1933,Paper,12902.00068,East,602,29-12-2019,Express Air,517.4562544,New York,12.28,11722,
Boston,81,Barbara Fisher,Consumer,0.2,07-08-2021,73198c3b-2923-4453-be66-fb50f9dc4ecd,Critical,48,0.57,Furniture,Large Box,Hon Olson Stacker Stools,Chairs & Chairmats,8953.42746,East,6749.28,11-08-2021,Regular Air,4977.12103,MA,140.81,2210,
Kent,25,Angele Hood,Small Business,0.01,04-06-2019,eb6e41c5-7b7f-4713-808d-762f65a1df1e,Not Specified,33,0.58,Technology,Small Box,6185,Telephones and Communication,-2102.39578,West,6797.34,08-06-2019,Regular Air,3316.249743,Washington,205.99,98031,
Jeffersonville,86,John Grady,Corporate,0.15,11-10-2019,af75a1f0-015c-49fa-8c12-5e52b8d27abd,High,6,0.46,Furniture,Small Pack,Artistic Insta-Plaque,Office Furnishings,-846.1555,Central,93.18,16-10-2019,Regular Air,68.24360029,Indiana,15.68,47130,
El Dorado Hills,47,Claire Good,Consumer,0.21,29-09-2020,9bf5bccf-eb14-4341-a724-c5899bfca09b,Critical,11,0.4,Office Supplies,Small Box,Xerox 1928,Paper,26872.43765,West,55.77,06-10-2020,Regular Air,27.04770207,California,5.28,95630,
Westlake,80,Herbert Flentye,Corporate,0.1,13-10-2020,e18e7973-08bc-4ffd-a8c6-3c6c1c464eed,Medium,30,0.37,Office Supplies,Small Box,Xerox 231,Paper,-7199.33731,East,191.4,21-10-2020,Delivery Truck,164.8738441,Ohio,6.48,44145,
Deerfield Beach,90,Gene Hale,Consumer,0.09,29-08-2019,e4b40d15-50eb-4567-9120-76df87f542ea,Critical,50,0.49,Technology,Small Pack,Verbatim DVD-R  4.7GB  Spindle  WE  Blank  Ink Jet/Thermal  20/Spindle,Computer Peripherals,192.25704,South,5785,06-09-2019,Regular Air,3042.539125,Florida,115.79,33441,
Tupelo,60,Carl Ludwig,Small Business,0.22,05-01-2020,f84602c5-6bb0-4cd1-83a5-7159b9128b2c,Low,6,0.57,Office Supplies,Small Box,Staples File Caddy,Storage & Organization,10729.84103,South,54.96,14-01-2020,Express Air,50.06047691,Mississippi,9.38,38801,
Burlington,42,David Smith,Home Office,0.04,23-03-2021,b369b23a-b6b9-4788-a224-2a3363a446da,Not Specified,49,0.39,Office Supplies,Small Box,Xerox 1935,Paper,14251.29337,East,1290.66,26-03-2021,Express Air,987.9261621,Vermont,26.38,5401,
Los Banos,53,Scot Wooten,Consumer,0.22,04-11-2021,cc913150-4599-41aa-987f-3b65c42036b6,Medium,21,0.51,Office Supplies,Wrap Bag,Dixon Ticonderoga Erasable Colored Pencil Set  12-Color,Pens & Art Supplies,-124.79771,West,120.96,10-11-2021,Delivery Truck,58.30740508,California,5.98,93635,
Manitowoc,25,Roy French,Consumer,0.03,10-03-2022,f0898aef-5b4f-40f8-bdae-530d0a11675b,Critical,40,0.37,Technology,Wrap Bag,Accessory21,Telephones and Communication,25181.19455,Central,838.4,13-03-2022,Express Air,675.8034791,Wisconsin,20.99,54220,
Bismarck,32,Michael Dominguez,Consumer,0.22,19-08-2019,0b2cb951-db4a-4dcd-b055-ea22f0ebac3f,High,50,0.37,Technology,Large Box,Polycom ViaVideo Desktop Video Communications Unit,Office Machines,3342.1943,Central,28726,28-08-2019,Regular Air,13378.11349,North Dakota,574.74,58501,
Rapid City,70,Erica Hernandez,Corporate,0.21,23-08-2020,42d5710d-4c7a-4b08-aa7f-d469398230e1,Low,33,\N,\N,\N,Iceberg Mobile Mega Data/Printer Cart,\N,13537.17975,Central,\N,31-08-2020,Delivery Truck,\N,South Dakota,\N,57701,
Panama City,85,Liz Price,Small Business,0.1,23-10-2019,5c018ea8-1152-4364-915e-2dc1bf7d747f,Medium,35,0.36,Office Supplies,Small Box,Wilson Jones Elliptical Ring 3 1/2 Capacity Binders  800 sheets,Binders and Binder Accessories,-783.32811,South,1494.5,25-10-2019,Delivery Truck,1440.760995,Florida,42.8,32404,
Yarmouth,48,Vivek Sundaresam,Consumer,0.22,24-08-2019,ef0eeee6-71d1-4c78-a8cb-a6ab702d72a3,High,4,0.59,Technology,Small Box,270c,Telephones and Communication,22735.05115,East,503.08,29-08-2019,Express Air,476.5395992,MA,125.99,2664,
Tualatin,81,Mark Cousins,Corporate,0.2,06-11-2020,348efe60-d30e-4a13-8309-ceb62ce8c091,Medium,44,0.59,Technology,Small Box,StarTAC 7760,Telephones and Communication,507.60642,West,2894.76,07-11-2020,Express Air,326.2207167,Oregon,65.99,97062,
Deerfield Beach,24,Mick Hernandez,Small Business,0.04,08-07-2019,b2c3db6a-8e74-49c1-be1a-0279810d7c18,High,13,0.35,Office Supplies,Small Box,Surelock Post Binders,Binders and Binder Accessories,-919.29783,South,396.76,14-07-2019,Regular Air,310.7820265,Florida,30.56,33441,
San Luis Obispo,67,Yana Sorensen,Consumer,0.21,26-03-2020,004a1b55-71a4-43eb-995c-82d53a18508f,High,7,0.36,Office Supplies,Small Box,Letter or Legal Size Expandable Poly String Tie Envelopes,Envelopes,4723.90043,West,17.15,27-03-2020,Express Air,4.352383758,California,2.66,93405,
Vallejo,65,Jim Karlsson,Home Office,0.21,22-02-2022,04727780-0fcd-4126-a1ab-cdd757b8b004,Low,40,0.56,Technology,Jumbo Drum,Okidata ML184 Turbo Dot Matrix Printers,Office Machines,23919.09368,West,12237.2,01-03-2022,Express Air,11237.54249,California,306.14,94591,
Lake Charles,21,Mike Pelletier,Home Office,0.01,02-06-2022,1b93895f-b2a1-4c2b-97cd-1347148d6aa2,High,20,0.57,Technology,Jumbo Drum,Epson DFX5000+ Dot Matrix Printer,Office Machines,11693.76417,South,30019.2,04-06-2022,Regular Air,2332.596532,Louisiana,1500.97,70601,
Vernon Hills,48,Dave Poirier,Small Business,0.18,19-06-2020,e8e8d229-5eaf-4546-aa77-0c699b556e2b,Critical,49,0.37,Office Supplies,Small Box,3M Organizer Strips,Binders and Binder Accessories,-4852.00225,Central,255.78,27-06-2020,Regular Air,18.6105596,Illinois,5.4,60061,
San Gabriel,31,George Ashbrook,Home Office,0.04,03-06-2020,b1db4a6e-55cc-4b01-b6ff-f4e90798f0ff,Not Specified,30,0.37,Office Supplies,Small Box,Xerox 224,Paper,-8950.06862,West,193.2,12-06-2020,Delivery Truck,129.8132336,California,6.48,91776,
Gaithersburg,45,Roy Phan,Small Business,0.24,05-02-2021,43aefb42-d9f9-4521-9671-1e9385579558,Critical,7,0.56,Office Supplies,Small Pack,Fiskars 8 Scissors  2/Pack,Scissors, Rulers and Trimmers,11743.69738,East,119,07-02-2021,Delivery Truck,35.4359797,Maryland,17.24,20877
Michigan City,69,Steven Ward,Home Office,0.07,18-08-2019,91b81bbd-0c5b-4db8-86ee-42e95e362a70,Medium,21,0.53,Office Supplies,Wrap Bag,Advantus Map Pennant Flags and Round Head Tacks,Rubber Bands,292.51868,Central,81.48,20-08-2019,Express Air,37.92241276,Indiana,3.95,46360,
Summerville,21,Jay Fine,Small Business,0.2,02-04-2020,8f13e0d9-6ad3-441e-8d36-2123d5b0474b,High,41,0.69,Furniture,Jumbo Drum,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,18743.77325,South,7411.98,06-04-2020,Regular Air,4195.948566,South Carolina,180.98,29483,
Apple Valley,27,Grace Kelly,Corporate,0.04,08-07-2022,83971f50-7e2c-40ba-9b23-d25ca0cca9c6,Medium,29,0.51,Furniture,Small Pack,Executive Impressions 8-1/2 Career Panel/Partition Cubicle Clock,Office Furnishings,-9126.88419,Central,300.44,18-07-2022,Express Air,270.283539,Minnesota,10.4,55124,
West Linn,35,Craig Leslie,Home Office,0.19,01-08-2020,eed6b120-f13d-4426-90cf-00ecbc24ad59,Critical,4,0.67,Furniture,Wrap Bag,Eldon Delta Triangular Chair Mat  52 x 58  Clear,Office Furnishings,5729.71279,West,150.96,06-08-2020,Express Air,88.35562349,Oregon,37.93,97068,
Post Falls,57,Julia West,Consumer,0.08,03-07-2021,67248cb8-a64e-460f-9121-10913770adb7,High,5,0.36,Office Supplies,Small Box,Wilson Jones Custom Binder Spines & Labels,Binders and Binder Accessories,-9433.08992,West,26.8,04-07-2021,Delivery Truck,21.22953543,Idaho,5.44,83854,
Bullhead City,27,Chad McGuire,Corporate,0.11,12-11-2020,806d52da-de9e-4de9-9c32-8695eb3b073b,Medium,22,0.57,Office Supplies,Small Box,Companion Letter/Legal File  Black,Storage & Organization,-11534.74024,West,828.3,21-11-2020,Express Air,86.55358729,Arizona,37.76,86442,
Kansas City,86,Hilary Holden,Home Office,0.07,20-12-2020,7f987fe4-4108-45b6-aaf7-6ab97cc693e5,Low,25,0.59,Office Supplies,Small Box,Portfile Personal File Boxes,Storage & Organization,24648.67207,Central,440.75,28-12-2020,Express Air,246.9853814,MO,17.7,64130,
Lynchburg,48,Justin Hirsh,Home Office,0.11,16-12-2022,3d438896-6880-4004-a04b-4d06a5e58ecc,Critical,5,0.56,Office Supplies,Small Box,Letter Size Cart,Storage & Organization,9619.60556,South,713.75,23-12-2022,Regular Air,714.0448335,Virginia,142.86,24501,
Vestavia Hills,85,Sung Chung,Corporate,0,29-03-2022,a3fc8870-ce09-4c86-b2fb-b195cc9af0ad,Medium,29,0.5,Technology,Small Box,U.S. Robotics 56K Internet Call Modem,Computer Peripherals,8094.62115,South,2899.71,03-04-2022,Regular Air,1238.489822,Alabama,99.99,35216,
West Palm Beach,61,Andrew Gjertsen,Home Office,0.04,23-12-2020,1d24b079-4594-49d7-885c-f7646f1732b1,Medium,11,0.65,Furniture,Jumbo Box,Bush Heritage Pine Collection 5-Shelf Bookcase  Albany Pine Finish  *Special Order,Bookcases,9514.80332,South,1550.34,30-12-2020,Regular Air,1426.234824,Florida,140.98,33407,
North Plainfield,41,Magdelene Morse,Small Business,0.03,09-02-2019,761a3cc4-d19a-4731-af61-80b93852dea5,Critical,39,0.57,Office Supplies,Small Box,Kensington 4 Outlet MasterPiece Compact Power Control Center,Appliances,2956.36379,East,3170.31,11-02-2019,Express Air,2879.745533,New Jersey,81.32,7060,
Hopkins,22,William Brown,Consumer,0.1,30-06-2020,254e982e-16b8-4454-b412-fe9c9cacdf96,Critical,9,0.59,Technology,Small Box,V3682,Telephones and Communication,18493.61304,Central,1133.01,07-07-2020,Express Air,1105.861934,Minnesota,125.99,55305,
East Providence,63,Erin Creighton,Consumer,0.09,23-10-2019,92a01752-5f78-48b5-877c-9f91b339419c,Medium,45,0.6,Office Supplies,Small Box,Tenex Personal Filing Tote With Secure Closure Lid  Black/Frost,Storage & Organization,3155.15658,East,693.9,30-10-2019,Express Air,162.5800662,Rhode Island,15.51,2914,
Rochester,53,Bill Tyler,Small Business,0.12,22-05-2022,4f34652a-71ec-487d-9d1e-fc688ce4ddb7,Medium,27,0.56,Office Supplies,Small Box,Belkin Premiere Surge Master II 8-outlet surge protector,Appliances,3927.04518,East,1308.42,29-05-2022,Express Air,656.6561377,New York,48.58,14609,
Olney,87,Shaun Chance,Home Office,0.21,15-03-2022,b4a311f0-ee28-47f6-87c9-8479346db0c4,Low,33,0.58,Technology,Small Box,6120,Telephones and Communication,-4059.82578,East,2170.74,17-03-2022,Regular Air,1044.277943,Maryland,65.99,20832,
Wichita Falls,51,Edward Nazzal,Home Office,0.08,01-06-2022,de6c64d9-1cac-4559-8a9a-29c063ed9cec,Not Specified,41,0.52,Furniture,Wrap Bag,Deflect-O Glasstique Clear Desk Accessories,Office Furnishings,-12990.2327,Central,312.42,06-06-2022,Regular Air,212.9746658,Texas,7.7,76308,
Madison,48,Julia Barnett,Home Office,0.04,20-04-2022,b58ae189-9fb6-42db-99a3-fa857e67e8d5,Low,27,0.82,Office Supplies,Large Box,Tennsco Regal Shelving Units,Storage & Organization,10551.18053,Central,2736.99,29-04-2022,Express Air,2169.185054,Wisconsin,101.41,53711,
Fort Worth,89,Alex Grayson,Small Business,0.22,02-01-2022,0370c733-d2b5-4188-80e5-5fe92e6e87ed,High,25,0.59,Furniture,Large Box,3M Polarizing Task Lamp with Clamp Arm  Light Gray,Office Furnishings,13605.04649,Central,3419,09-01-2022,Regular Air,1936.773941,Texas,136.98,76106,
Huntsville,27,Duane Huffman,Small Business,0.08,24-02-2022,44c187c6-a265-4fdc-ba4d-5fdb0d076e85,,33,0.46,Furniture,Wrap Bag,Coloredge Poster Frame,Office Furnishings,2022.96789,Central,329.34,06-03-2022,Regular Air,57.87117889,Texas,10.06,77340,
Huntsville,27,Duane Huffman,Small Business,0.08,24-02-2022,0adb3ea9-91e2-46b6-9e85-b27123b73e49,,33,0.46,Furniture,Wrap Bag,Coloredge Poster Frame,Office Furnishings,2022.96789,Central,465.96,01-03-2022,Regular Air,384.9392184,Texas,14.2,77340,
Hagerstown,86,Mary Zewe,Home Office,0.23,09-10-2020,aeb81366-7758-43f6-a33b-56f4a2b8a95d,Low,6,0.36,Office Supplies,Small Box,Acco PRESSTEX Data Binder with Storage Hooks  Dark Blue  9 1/2 X 11,Binders and Binder Accessories,-9608.2691,East,30.9,15-10-2020,Regular Air,12.29371856,Maryland,5.38,21740,
Urbana,39,Maribeth Dona,Home Office,0.15,11-07-2019,9e3e9f3c-1b19-4d83-82dd-11e569911bd7,Medium,42,0.68,Furniture,Jumbo Box,O Sullivan 4-Shelf Bookcase in Odessa Pine,Bookcases,14901.68757,Central,5074.86,20-07-2019,Express Air,1998.798675,Illinois,120.98,61801,
Melbourne,37,Liz Price,Home Office,0.15,01-09-2019,63f750ed-617f-4cc8-aa4d-1f4a4018ea0e,High,32,0.38,Technology,Wrap Bag,Accessory41,Telephones and Communication,6496.52737,South,1146.88,07-09-2019,Regular Air,91.71901725,Florida,35.99,32935,
Fountain,69,Lena Radford,Consumer,0.11,26-11-2021,a178fc9a-995f-4581-97d2-7499158d75e9,Not Specified,8,0.37,Office Supplies,Small Box,Xerox 1937,Paper,-5273.42613,West,383.44,04-12-2021,Regular Air,57.13474364,Colorado,48.04,80817,
Brooklyn Park,65,Susan Vittorini,Corporate,0.13,16-08-2021,dd0a239d-0c36-4ffd-93e0-94263c74ac47,Critical,26,0.59,Furniture,Jumbo Drum,Global Ergonomic Managers Chair,Chairs & Chairmats,14432.34412,Central,4702.1,19-08-2021,Regular Air,619.9677287,Minnesota,180.98,55445,
Bullhead City,77,Pauline Johnson,Home Office,0.11,06-12-2019,6fdf90fa-635e-4989-8914-e709d0fb099e,Critical,15,0.44,Furniture,Wrap Bag,3M Hangers With Command Adhesive,Office Furnishings,-2158.59435,West,53.85,09-12-2019,Express Air,10.02585984,Arizona,3.7,86442,
Brookline,21,Rachel Payne,Consumer,0.24,13-07-2019,fa244f13-55f1-4cf6-8ac4-10d79e43c5c6,Medium,40,0.49,Technology,Small Pack,Hewlett-Packard 4.7GB DVD+R Discs,Computer Peripherals,24108.26788,East,330.4,17-07-2019,Regular Air,14.19412363,MA,8.5,2445,
San Angelo,27,Cari Sayre,Home Office,0.23,18-07-2019,1247bb0b-caa4-4092-b5b2-57dd5f80c7eb,Medium,14,0.57,Technology,Small Box,KH 688,Telephones and Communication,23607.43428,Central,2740.64,26-07-2019,Delivery Truck,2399.72944,Texas,195.99,76903,
North Miami,64,Dianna Vittorini,Corporate,0.02,11-03-2021,d53cc66a-31bb-4d7b-b4b8-75cd3f037708,Low,4,0.61,Furniture,Jumbo Drum,Office Star - Task Chair with Contemporary Loop Arms,Chairs & Chairmats,-9643.3591,South,363.84,18-03-2021,Express Air,28.63505241,Florida,90.98,33161,
San Jose,26,Barry Weirich,Small Business,0.15,30-12-2020,1263f846-cd1a-465f-963f-3f12072d0a77,Critical,43,0.56,Office Supplies,Wrap Bag,Colorific Watercolor Pencils,Pens & Art Supplies,18660.38673,West,215.43,06-01-2021,Regular Air,13.0469257,California,5.16,95123,
Webster,59,Troy Blackwell,Small Business,0.01,04-04-2021,030cdbb1-ae88-4716-9145-a26943e057c2,Critical,47,0.36,Technology,Jumbo Drum,Lexmark Z54se Color Inkjet Printer,Office Machines,26220.73121,East,4275.12,06-04-2021,Regular Air,2228.233219,MA,90.97,1570,
Santa Cruz,35,Nat Gilpin,Consumer,0.05,26-06-2020,7c3d4a38-a400-4204-86d6-12f927770cbc,Not Specified,14,0.4,Office Supplies,Small Box,IBM Multi-Purpose Copy Paper  8 1/2 x 11  Case,Paper,17782.59207,West,433.02,28-06-2020,Regular Air,306.2029459,California,30.98,95062,
New Orleans,60,Becky Pak,Consumer,0.12,09-08-2019,d411c9e4-1400-4c96-9ec6-e7513404163c,Not Specified,4,0.55,Technology,Small Pack,Fuji Slim Jewel Case CD-R,Computer Peripherals,20260.52369,South,8,18-08-2019,Delivery Truck,8.060589362,Louisiana,2.12,70117,
Needham,33,Bryan Davis,Small Business,0.15,22-02-2020,fb6f8200-ac93-4020-a98c-d93a9f15a30b,Critical,27,0.58,Technology,Jumbo Drum,Panasonic KX-P1131 Dot Matrix Printer,Office Machines,15115.71768,East,7150.41,01-03-2020,Express Air,6417.644178,MA,264.98,2492,
Shakopee,44,Debra Catini,Home Office,0.23,29-01-2021,7a7b6a83-c987-4efb-9ffb-37c6cc3dfe32,Medium,34,0.75,Furniture,Medium Box,Tenex Antistatic Computer Chair Mats,Office Furnishings,-9817.11052,Central,5805.5,05-02-2021,Regular Air,3131.969624,Minnesota,170.98,55379,
Jamestown,45,Karen Daniels,Corporate,0.09,31-05-2019,6ba82a23-3171-4752-a95a-07f80f29a7a0,Not Specified,30,0.56,Technology,Small Box,V8162,Telephones and Communication,6379.78439,East,1977,08-06-2019,Delivery Truck,3.150311295,New York,65.99,14701,
Westborough,69,Mark Van Huff,Small Business,0.1,04-03-2022,9d900c23-1f3d-4f23-940b-5a51d4233596,Critical,23,0.37,Office Supplies,Small Box,Xerox 204,Paper,6445.46411,East,146.74,07-03-2022,Express Air,21.91319421,MA,6.48,1580,
Miramar,24,Lisa DeCherney,Consumer,0.07,12-09-2022,d0b27c16-e2f7-435f-afc4-59368dfd3475,Critical,10,0.6,Office Supplies,Small Box,Kensington 6 Outlet SmartSocket Surge Protector,Appliances,-6103.45957,South,409.1,18-09-2022,Regular Air,16.92835825,Florida,40.98,33023,
Urbana,74,Bradley Drucker,Home Office,0.05,25-12-2022,fa0f396d-3758-43e0-9f4e-7ddddb92d503,Not Specified,50,0.39,Office Supplies,Wrap Bag,Staples Bulldog Clip,Rubber Bands,23346.93224,Central,186.5,31-12-2022,Regular Air,110.6067811,Illinois,3.78,61801,
Battle Creek,39,Chloris Kastensmidt,Small Business,0.03,25-06-2019,ce5c7bdb-c700-4fcc-b2b0-876ac045b36b,Not Specified,5,0.57,Office Supplies,Small Box,Hoover WindTunnel Plus Canister Vacuum,Appliances,-1525.0586,Central,1816.1,30-06-2019,Regular Air,1626.510563,Michigan,363.25,49017,
Galesburg,85,Natalie DeCherney,Corporate,0.16,31-07-2022,2c6929d5-7b02-4a99-bc70-9e565cfa86c8,Low,9,0.38,Office Supplies,Wrap Bag,Ampad Evidence Wirebond Steno Books  6 x 9,Paper,-8811.83364,Central,18.18,04-08-2022,Regular Air,3.042131969,Illinois,2.18,61401,
Eden,46,Bill Eplett,Home Office,0.24,05-10-2020,781b1c01-ac65-4ee0-bd0e-2f39a1198211,Not Specified,10,0.38,Office Supplies,Small Box,*Staples* Packaging Labels,Labels,6209.71224,South,26.5,10-10-2020,Express Air,20.11334542,North Carolina,2.89,27288,
Addison,52,Delfina Latchford,Small Business,0.08,12-11-2020,e5c43324-edc1-45f4-b2ca-e807e9b17d06,Not Specified,27,0.54,Office Supplies,Large Box,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Appliances,22701.67165,Central,2069.28,14-11-2020,Delivery Truck,436.2355592,Illinois,76.72,60101,
Shrewsbury,46,Greg Hansen,Consumer,0.02,22-08-2022,48d6220a-d64a-443a-b050-3782a14aeba3,Not Specified,24,0.6,Office Supplies,Wrap Bag,Newell 315,Pens & Art Supplies,14228.78327,East,143.04,30-08-2022,Express Air,54.05200795,MA,5.98,1545,
Elgin,42,Roy Collins,Small Business,0.11,09-05-2021,790e71c0-2b22-40ca-804e-df31775dcd43,Critical,25,0.55,Furniture,Large Box,Hon Pagoda Stacking Chairs,Chairs & Chairmats,-14124.74389,Central,8021.75,16-05-2021,Express Air,6225.248536,Illinois,320.98,60123,
Holladay,34,Sarah Foster,Corporate,0.2,05-02-2019,a170b07f-9088-4e25-8311-074364ac177f,Critical,19,0.36,Office Supplies,Small Box,Staples Colored Interoffice Envelopes,Envelopes,18227.382,West,584.82,13-02-2019,Express Air,435.6774408,Utah,30.98,84117,
Shrewsbury,81,Sally Matthias,Corporate,0.13,26-10-2021,0e79a8ac-e4bb-4c7b-8218-1c20b5f8f63f,Medium,44,0.44,Furniture,Small Pack,Executive Impressions 14 Two-Color Numerals Wall Clock,Office Furnishings,-4304.43317,East,279.4,04-11-2021,Regular Air,181.7067273,MA,6.48,1545,
Shrewsbury,81,Sally Matthias,Corporate,0.13,26-10-2021,83ef7ea0-eb49-41a4-af1e-bd138962daf3,Medium,44,0.44,Furniture,Small Pack,Executive Impressions 14 Two-Color Numerals Wall Clock,Office Furnishings,-4304.43317,East,993.96,01-11-2021,Regular Air,546.1340391,MA,22.72,1545,
Ames,47,Scot Coram,Small Business,0.05,17-10-2020,13862269-4e56-480f-beb4-f0e2b9fdba3d,Critical,7,0.59,Office Supplies,Large Box,Hoover Commercial Lightweight Upright Vacuum,Appliances,-7923.40329,Central,24.01,27-10-2020,Regular Air,22.50581426,Iowa,3.48,50010,
Chesapeake,67,Toby Swindell,Corporate,0.2,31-07-2022,6fd49f70-562b-426a-ada1-61b7d246895b,Medium,15,0.67,Furniture,Jumbo Box,Hon 61000 Series Interactive Training Tables,Tables,8205.64132,South,663.45,03-08-2022,Regular Air,260.6762471,Virginia,44.43,23320,
North Ridgeville,57,Pauline Webber,Small Business,0.21,01-05-2021,aa10a4de-90f6-4545-b30f-443c060ba8f3,Not Specified,49,0.62,Furniture,Jumbo Drum,Westinghouse Floor Lamp with Metal Mesh Shade  Black,Office Furnishings,2754.75311,East,1165.22,10-05-2021,Express Air,172.442881,Ohio,23.99,44039,
